,ticker_start,esg_score_year_start,environment_score_start,social_score_start,governance_score_start,total_score_start,Date_start,High_start,Low_start,Open_start,Close_start,Volume_start,Adj Close_start,MarketData_Year_start,environment_score_end,social_score_end,governance_score_end,total_score_end,Date_end,High_end,Low_end,Open_end,Close_end,Volume_end,Adj Close_end,MarketData_Year_end,Annual_Return
10,ABBV,2020,0.96,17.05,12.54,30.56,2020-01-02,89.5699996948242,88.5100021362304,89.0800018310546,89.5500030517578,5639200,79.4619903564453,2020,0.96,17.05,12.54,30.56,2020-12-31,107.279998779296,104.849998474121,105.26000213623,107.150001525878,6148100,100.342849731445,2020,0.20285136195994022
11,ABBV,2021,0.65,17.0,11.08,28.73,2021-01-04,107.349998474121,103.860000610351,107.180000305175,105.410003662109,9523400,98.7133865356445,2021,0.65,17.0,11.08,28.73,2021-12-31,136.210006713867,135.300003051757,136.039993286132,135.399993896484,3963400,132.88003540039,2021,0.2632953303877389
12,ABBV,2022,505.0,317.0,300.0,1122.0,2022-01-03,135.699996948242,133.509994506835,135.410003662109,135.419998168945,6839800,132.899673461914,2022,505.0,317.0,300.0,1122.0,2022-04-14,163.869995117187,156.820007324218,157.850006103515,162.309997558593,11074000,162.309997558593,2022,0.19865588338368292
13,ABC,2022,505.0,300.0,315.0,1120.0,2022-01-03,132.919998168945,130.869995117187,132.580001831054,132.619995117187,977800,132.188980102539,2022,505.0,300.0,315.0,1120.0,2022-04-14,164.300003051757,160.490005493164,163.289993286132,161.210006713867,2988800,161.210006713867,2022,0.21594512360390555
14,ABMD,2022,500.0,324.0,305.0,1129.0,2022-01-03,366.320007324218,353.320007324218,358.0,366.290008544921,240000,366.290008544921,2022,500.0,324.0,305.0,1129.0,2022-04-14,306.350006103515,298.450012207031,306.320007324218,306.079986572265,256100,306.079986572265,2022,-0.14502797046853352
15,ABT,2019,3.71,15.31,11.96,30.84,2019-01-02,70.9599990844726,69.0699996948242,70.3899993896484,69.5,8737200,65.7853393554687,2019,3.71,15.31,11.96,30.84,2019-12-31,86.9899978637695,86.2699966430664,86.5,86.8600006103515,3261100,83.5810775756836,2019,0.23398211910093014
16,ABT,2020,3.36,15.86,11.11,30.34,2020-01-02,86.9599990844726,85.8000030517578,86.0599975585937,86.9499969482421,4969000,83.6676864624023,2020,3.36,15.86,11.11,30.34,2020-12-31,109.639999389648,107.849998474121,108.169998168945,109.489997863769,2982200,107.017822265625,2020,0.27225192853651975
17,ABT,2021,3.02,15.68,10.4,29.1,2021-01-04,110.25,107.26000213623,109.529998779296,109.110000610351,6192000,106.646415710449,2021,3.02,15.68,10.4,29.1,2021-12-31,141.77000427246,140.720001220703,141.0,140.740005493164,3271800,139.688568115234,2021,0.2849448284643596
18,ABT,2022,515.0,305.0,305.0,1125.0,2022-01-03,139.830001831054,137.210006713867,139.429992675781,139.039993286132,6688100,138.001251220703,2022,515.0,305.0,305.0,1125.0,2022-04-14,120.25,117.559997558593,120.050003051757,117.690002441406,3140000,117.690002441406,2022,-0.15592047175192342
19,ACN,2017,0.92,8.62,5.8,15.16,2017-01-03,117.809997558593,115.819999694824,117.379997253417,116.459999084472,2351600,107.06061553955,2017,0.92,8.62,5.8,15.16,2017-12-29,154.580001831054,153.070007324218,154.429992675781,153.08999633789,1452100,143.571502685546,2017,0.304225591412965
20,ACN,2018,0.97,8.13,5.86,15.1,2018-01-02,154.100006103515,152.779998779296,153.5,153.83999633789,3061900,144.27490234375,2018,0.97,8.13,5.86,15.1,2018-12-31,141.289993286132,139.389999389648,140.399993896484,141.009994506835,1826400,134.628860473632,2018,-0.08136811396198697
